,GS,FTr,BLK%,VORP,3P%,Popularity,C,Allstar
1643,13,0.173,0.7,-0.2,0.404,546,0,0
1644,2,0.2,2.1,-0.1,0.2,189,1,0
1645,0,0.168,0.7,0,0.355,749,0,0
1646,16,0.135,0.1,0.3,0.385,360,0,0
1647,0,0.204,1.1,-0.9,0.188,60,1,0
1648,59,0.212,0.4,0.9,0.383,474,0,0
1649,45,0.199,2.4,1.3,0.322,236,0,0
1650,1,0.273,1.3,1.1,0.345,582,0,0
1651,0,0.467,3.2,1,0,251,0,0
1652,70,0.22,1.4,2.5,0.348,496,0,0
1653,18,0.206,0.6,0.4,0.437,326,0,0
1654,1,0.43,3.2,0.6,0,423,1,0
1655,68,0.208,1.4,1.2,0.357,456,0,0
1656,35,0.22,0.5,0.6,0.387,522,0,0
1657,0,0.239,2.1,-0.1,0.333,434,0,0
1658,7,0.217,0.1,-0.9,0.306,178,0,0
1659,0,0.37,0,-0.2,0.214,157,0,0
1660,63,0.148,1.1,1.6,0.4,496,0,0
1661,22,0.785,6.1,0.9,0,257,1,0
1662,0,0.234,1.6,0.6,0.384,176,0,0
1664,0,0.191,0.7,-0.2,0,344,1,0
1665,2,0.083,0.4,-0.4,0.344,147,0,0
1666,31,0.35,1.5,1.3,0.372,216,0,0
1667,39,0.176,0.2,-0.8,0.382,820,0,0
1668,66,0.179,5.8,2.4,1,494,1,0
1669,2,0.07,0.4,0.2,0.441,446,1,0
1670,51,0.295,0.8,-0.6,0.343,1179,0,0
1671,2,0.273,2.1,1.4,0.293,503,0,0
1672,53,0.349,1.5,1.8,0.365,289,0,0
1673,72,0.121,0.6,1.4,0.361,706,0,0
1674,1,0.125,2.7,-0.1,0,495,1,0
1675,12,0.254,0.9,-0.5,0.272,206,0,0
1676,0,0.136,0.7,-0.4,0.357,718,0,0
1677,11,0.159,0.7,-0.5,0.286,1613,0,0
1678,0,0.16,1.3,-0.1,0.125,404,0,0
1679,6,0.292,1.2,-0.2,0.314,270,0,0
1680,66,0.252,0.5,-0.2,0.285,392,0,0
1684,0,0.153,0.4,0.2,0.415,194,0,0
1685,0,0.129,0.4,0,0.344,96,0,0
1686,3,0.422,0.4,-0.1,0.405,621,0,0
1687,1,0.203,0.5,0,0.167,174,0,0
1688,67,0.459,1.3,3.7,0.312,1083,0,1
1689,0,0.154,4.1,0.4,0.306,542,0,0
1690,72,0.105,0.3,1,0.414,387,0,0
1691,76,0.238,0.5,2.2,0.309,173,0,0
1692,39,0.249,0.5,-0.4,0.363,345,0,0
1693,35,0.531,5.2,0.9,0,600,1,0
1694,22,0.185,0.6,0.4,0.39,153,0,0
1695,3,0.245,1.5,0.2,0.349,723,0,0
1696,37,0.292,2.1,0.5,0.273,395,0,0
1697,21,0.256,0.7,0.8,0.409,397,0,0
1698,39,0.369,3.8,1,0,142,1,0
1702,60,0.545,2.2,0.6,0,322,1,0
1703,1,0.168,1.7,-0.2,0.357,671,0,0
1704,79,0.186,0.2,0.4,0.347,924,0,0
1705,23,0.134,0.3,-0.5,0.324,325,0,0
1706,15,0.291,0.1,0.9,0.401,509,0,0
1707,4,0.303,1.7,0.1,0,803,0,0
1708,56,0.329,0.8,1.7,0.363,472,0,0
1709,0,0.102,0,-0.2,0.238,169,0,0
1710,1,0.137,0,-0.2,0.278,37,0,0
1714,65,0.498,3.3,2.6,0.333,860,1,1
1715,49,0.249,1.6,0.9,0.353,1265,0,0
1716,8,0.167,0.6,0.7,0.393,343,0,0
1717,5,0.289,0.4,-0.3,0.34,796,0,0
1718,73,0.294,1.2,2.8,0.336,555,0,0
1719,46,0.199,1.4,0.4,0.316,223,0,0
1723,9,0.241,0.4,0.1,0.45,1309,0,0
1724,79,0.25,0.4,9.8,0.454,1238,0,1
1725,0,0.048,0.5,0.1,0.484,187,0,0
1726,61,0.379,4.7,2.3,0.324,1648,1,1
1728,11,0.304,0.6,0,0.375,141,0,0
1730,14,0.129,0.4,0.2,0.41,146,0,0
1731,73,0.258,0.9,2.3,0.344,182,0,0
1732,78,0.474,0.6,2.4,0.338,990,0,1
1733,4,0.198,1.2,1.1,0.362,204,0,0
1734,39,0.428,3.5,2.5,0.3,302,1,0
1735,0,0.611,0,-0.1,0.1,320,0,0
1736,18,0.222,0.3,0.8,0.399,71,0,0
1737,72,0.189,0.6,1.6,0.312,121,0,0
1738,81,0.553,3.2,1,0.333,339,1,0
1739,41,0.201,0.7,1.6,0.42,313,0,0
1740,60,0.297,3.9,2.4,0,382,1,0
1741,30,0.197,1,0,0.394,284,0,0
1742,72,0.361,2.5,6.4,0.387,309,0,1
1743,2,0.1,1.5,-0.2,0.267,54,0,0
1744,0,0.123,0.6,-0.1,0.319,360,0,0
1745,41,0.112,0.3,-0.5,0.358,133,0,0
1746,81,0.202,1.1,1.6,0.309,190,0,0
1751,7,0.182,0.1,-0.5,0.333,148,0,0
1752,2,0.438,3,0,0.25,506,0,0
1753,25,0.296,0.9,0.7,0.388,385,0,0
1754,64,0.355,2.9,1.2,0.5,481,0,0
1755,10,0.1,0.6,0.1,0.356,107,0,0
1756,59,0.313,3.9,2.3,0,1316,0,0
1757,4,0.486,3,0.2,0,387,1,0
1758,31,0.258,0.6,0.6,0.282,45,0,0
1759,71,0.256,0.1,1.7,0.4,586,0,0
1772,53,0.617,0.8,1.5,0.364,280,0,0
1773,7,0.194,0.8,0.8,0.344,403,0,0
1774,38,0.183,1.5,0.3,0,374,0,0
1775,52,0.347,3.6,1.3,0.667,532,1,1
1776,72,0.29,4.7,3.5,0.348,358,1,0
1777,70,0.252,1.7,1,0.344,219,0,0
1778,38,0.259,0.7,0.5,0.283,247,0,0
1779,81,0.364,0.8,4.6,0.371,94,0,1
1780,55,0.292,2.9,1.7,0,260,0,0
1781,0,0.257,0.8,1.6,0.391,188,0,0
1783,0,0.136,2.9,-0.2,0.171,284,0,0
1784,13,0.457,1,-0.7,0.232,531,0,0
1785,37,0.333,2.4,1.8,0.296,223,0,0
1786,44,0.226,0.8,0.5,0.384,643,0,0
1787,74,0.271,3.4,1.8,0,196,1,0
1788,0,0.2,3.3,0,0.111,95,0,0
1789,52,0.538,4.7,0.4,0.24,244,0,0
1790,6,0.315,0.6,-0.5,0.22,156,0,0
1791,79,0.082,2.4,2.5,0.332,87,0,0
1792,81,0.402,3,5.5,0.388,520,0,1
1796,14,0.157,0.9,-0.4,0.323,489,0,0
1797,15,0.277,2.1,0,0.333,808,0,0
1801,35,0.322,1.1,1.6,0.333,273,0,0
1802,0,1,0,0,0,743,0,0
1806,4,0.181,0.8,0,0.289,203,0,0
1807,0,0.915,1.7,-0.1,0.667,293,0,0
1808,1,0.211,0.6,0,0.338,132,0,0
1809,82,0.518,1.4,6.9,0.359,974,0,1
1810,14,0.27,1.9,0.7,0.279,1431,0,0
1811,0,0.2,0,0,0.444,429,0,0
1812,1,0.511,2.4,0,0,219,0,0
1813,0,0.374,0.8,0.7,0.329,308,0,0
1814,76,0.174,0.6,1.3,0.354,494,0,0
1819,0,0.632,0,-0.1,0.3,126,0,0
1820,0,0.262,0.6,-0.2,0.111,246,0,0
1821,6,0.212,2.1,0.4,0.373,153,0,0
1823,80,0.397,0.8,3.3,0.349,601,0,1
1824,0,0.276,1,-0.5,0.353,598,0,0
1825,1,0.402,9.7,0.9,0,160,1,0
1826,9,0.129,1,-0.3,0.349,110,0,0
1827,81,0.353,4.6,0.3,0,32,1,0
1831,11,0.482,1.9,0.6,0,266,0,0
1832,73,0.203,0.5,2.2,0.408,952,0,0
1833,11,0.228,2,0.5,0,999,1,0
1834,3,0.202,1,0.4,0.324,382,0,0
1835,2,0.305,0.2,-0.2,0.38,263,0,0
1839,23,0.231,1,1.7,0.336,362,0,0
1843,17,0.377,2.1,0.5,0.286,143,0,0
1844,1,0.333,4.3,0.2,0.182,322,0,0
1845,79,0.206,0.5,1.7,0.359,535,0,0
1846,82,0.123,3.6,4.1,0.344,373,1,0
1847,71,0.79,4.1,1.5,0,165,1,0
1848,0,0.126,0.6,-0.9,0.262,444,0,0
1849,0,0.333,2.8,-0.1,0.667,175,0,0
1854,0,0.071,1,-0.1,0.302,132,0,0
1855,78,0.139,4.5,1.2,0.326,371,0,0
1856,1,0.226,0.8,1.6,0.351,259,0,0
1860,2,0.062,0.3,0.7,0.386,978,0,0
1861,1,0.216,1.6,-0.2,0.231,115,0,0
1862,53,0.217,0.9,1.5,0.321,827,0,1
1863,32,0.313,0.6,0.2,0.304,305,0,0
1864,79,0.271,0.3,2.6,0.353,548,0,0
1865,76,0.347,1.5,7.6,0.309,472,0,1
1867,0,0.273,1.6,-0.1,0,147,0,0
1868,5,0.279,0.9,0.4,0.382,417,0,0
1875,0,0.273,1.6,0,0.398,543,0,0
1876,76,0.284,3.6,2.3,0.233,212,0,0
1877,2,0.216,2,0.1,0.273,708,0,0
1878,32,0.283,2.9,0.3,0.303,2982,0,0
1885,6,0.17,0.5,-0.2,0.307,475,0,0
1886,5,0.263,1.2,0.5,0.38,784,0,0
1887,9,0.089,2.6,1,0.333,133,0,0
1888,55,0.317,2.3,3,0.333,685,1,0
1890,0,0.183,1.8,0.1,0.394,412,0,0
1891,11,0.316,3.1,-0.4,0.316,339,0,0
1892,0,0.25,0.4,-0.3,0.302,122,0,0
1893,77,1.219,5.4,3.5,0,142,1,1
1894,4,0.297,0.8,0.5,0.273,434,0,0
1895,2,0.07,0.7,-0.1,0.25,65,1,0
1896,3,0.282,2,0.3,0.337,59,1,0
1897,1,0.349,1.5,0.1,0.476,553,1,0
1898,5,0.378,0.4,-0.2,0.297,52,0,0
1899,0,0.362,1.7,-0.5,0.135,965,0,0
1900,7,0.475,1.2,0,0.429,189,0,0
1904,50,0.204,0.9,0.8,0.342,81,0,0
1905,80,0.088,1.1,1.1,0.398,94,0,0
1907,0,0.173,2,0.4,0.309,415,0,0
1908,12,0.364,1.2,0.2,0.462,196,0,0
1909,17,0.213,0.6,-0.1,0.361,94,0,0
1910,15,0.182,1.2,-0.1,0.245,491,1,0
1911,33,0.212,0.6,0.3,0.389,163,0,0
1921,46,0.383,2.8,-0.7,0.143,95,1,0
1922,72,0.306,2.3,6.2,0.443,351,0,1
1923,10,0.106,1.1,0.2,0.377,603,0,0
1924,27,0.217,2,0.3,0.382,306,0,0
1925,75,0.315,0.8,3.8,0.375,881,0,0
1926,13,0.401,1.7,0.5,0.336,981,0,0
1927,3,0.245,1.3,0.6,0.167,469,0,0
1929,73,0.348,4.1,2.1,0.143,646,1,0
1930,82,0.243,4.4,1.9,0,282,1,0
1931,77,0.321,1.4,2.8,0.36,663,0,1
1932,77,0.41,1,6.3,0.388,684,0,1
1933,33,0.188,1.1,-0.3,0.383,190,0,0
1938,0,0.338,0.3,-0.2,0.25,187,0,0
1939,6,0.11,0.4,-0.7,0.327,142,0,0
1940,0,0.534,1.7,-0.1,0,283,0,0
1944,78,0.171,0.5,1.6,0.36,183,0,0
1945,24,0.125,0.6,-0.4,0.321,234,0,0
1946,61,0.275,1.2,0.1,0.325,226,0,0
1947,1,0.583,2.2,0.1,0.5,1948,0,0
1951,80,0.158,0.6,1.7,0.417,311,0,0
1952,17,0.088,0.5,0,0.348,471,0,0
1953,4,0.211,2.7,0.1,0.382,315,0,0
1954,1,0.417,2.1,-0.2,0.28,99,0,0
1955,4,0.13,0.2,-0.5,0.425,196,0,0
1956,0,0.435,2.1,-0.1,0,99,0,0
1957,2,0.269,5.9,-0.1,0,602,1,0
1958,53,0.226,0.6,-0.4,0.362,117,0,0
1962,1,0.27,0.9,0.1,0.245,42,0,0
1963,0,0.2,0,0,0.444,226,0,0
1964,6,0.59,7.6,0.3,0,330,1,0
1966,79,0.273,0.6,1.9,0.396,466,0,0
1967,24,0.196,1.6,0.7,0.367,42,0,0
1972,3,0.095,0.3,1.6,0.384,136,0,0
1973,0,0.462,1.5,0,0.083,206,0,0
1974,81,0.383,4.1,4.9,0.319,567,0,1
1975,38,0.297,2,1.3,0.39,157,0,0
1977,67,0.327,2.5,2.1,0,136,1,0
1978,0,0.211,0,-0.2,0.111,674,0,0
1979,22,0.09,1,0.1,0.452,704,0,0
1980,80,0.287,0.6,2,0.362,624,0,0
1984,6,0.117,0.4,-0.2,0.387,365,0,0
1985,22,0.259,0.8,-0.3,0.281,700,0,0
1986,48,0.265,3.5,0.3,0.143,372,1,0
1987,66,0.231,1.4,-1.2,0.319,173,0,0
1988,0,0.355,0.3,-0.9,0.289,102,0,0
1989,0,0.182,1.1,-0.1,0.391,461,0,0
1990,0,0.257,3.8,0.2,0.308,260,1,0
1991,22,0.157,1.4,0.2,0.1,290,0,0
1992,0,0.224,0.1,-0.4,0.327,58,0,0
1993,2,0.169,0.1,-0.2,0.41,53,0,0
1994,15,0.114,0.4,-0.3,0.299,277,0,0
1995,53,0.167,0.1,-0.1,0.395,353,0,0
1996,0,0.21,2.2,-0.4,0.36,395,0,0
1997,2,0.338,3.3,0.6,0,328,1,0
1998,62,0.387,3.9,1.3,0.5,222,1,0
1999,1,0.341,4.4,0.3,0.333,66,1,0
2003,75,0.252,1.8,1.7,0.368,1407,0,0
2004,3,0.409,6.5,0.1,0,300,1,0
2005,4,0.191,0.8,-0.9,1,687,0,0
2006,1,0.221,4.9,0.5,0.227,368,0,0
2007,48,0.248,2.9,-0.8,0.167,337,1,0
2008,52,0.255,1.9,2.3,0.348,426,0,0
2009,8,0.23,1.8,1.1,0.405,200,1,0
2010,9,0.232,0.8,-0.7,0.316,252,0,0
2011,69,0.587,0.9,1.7,0,265,1,0
2012,6,0.212,1.4,-0.2,0.313,124,0,0
2013,72,0.254,1,-0.2,0.257,161,0,0
2014,72,0.241,0.4,1,0.415,180,0,0
2015,51,0.209,1,1.8,0.414,348,0,0
2016,0,0.275,0.4,-0.3,0.245,240,0,0
2017,0,0.069,1.3,1.5,0.362,504,0,0
2018,74,0.294,0.4,6,0.371,816,0,0
2019,2,0.179,1.8,-0.5,0.281,41,0,0
2020,1,0.086,0.7,0.1,0.324,784,0,0
2021,69,0.26,0.8,0.4,0.326,243,0,0
2023,38,0.166,1.1,-0.3,0.31,427,0,0
2024,0,0.08,2.1,-0.1,0,338,1,0
2025,82,0.648,3.2,2.5,0,495,1,0
2026,73,0.176,1.1,2.2,0.367,138,0,0
2027,4,0.151,1.5,-0.4,0.308,125,0,0
2028,72,0.271,5,1.1,0.333,451,0,0
2029,2,0.48,2,0.4,0.125,284,0,0
2030,24,0.231,1.1,0.3,0.404,862,0,0
2034,18,0.136,0.9,0.4,0.347,469,0,0
2035,3,0.054,0.1,0.5,0.295,204,0,0
2036,44,0.083,0.7,-0.4,0.174,190,0,0
2037,60,0.323,1,-0.9,0.278,203,0,0
2038,53,0.238,0.6,0.6,0.231,158,0,0
2039,75,0.233,0.2,1.5,0.475,279,0,0
2041,2,0.232,1.7,0.7,0.461,1230,0,0
2042,7,0.225,0.5,-0.1,0.335,382,0,0
2043,70,0.197,2,1.3,0.311,464,0,0
2047,4,0.258,1.4,-0.1,0.378,157,0,0
2049,7,0.375,3.2,-0.2,0,301,0,0
2050,72,0.192,0.3,1.9,0.365,336,0,0
2051,66,0.171,0.5,-0.7,0.293,514,0,0
2052,7,0.099,1.2,0.8,0.386,340,0,0
2053,0,0.094,0.3,-0.4,0.222,165,0,0
2054,76,0.536,0.4,2.3,0.326,1338,0,0
2055,0,0.129,0.3,-0.2,0.34,177,0,0
2056,25,0.108,1.6,0.2,0.414,665,0,0
2057,48,0.199,0.5,0.1,0.351,284,0,0
2062,6,0.233,0.4,0.3,0.322,1103,0,0
2063,76,0.14,1.4,0.3,0.404,461,0,0
2064,0,0.168,1.2,0.4,0.392,1374,0,0
2065,11,0.266,1.7,1.4,0.339,131,0,0
2066,0,0.112,5.2,-0.3,0,186,1,0
2067,5,0.478,0.2,0.1,0.324,273,0,0
2068,5,0.167,1.2,0.6,0.295,1061,0,0
2069,2,0.38,0.5,0.2,0.383,236,0,0
2071,2,0.199,0.7,-0.1,0.309,479,0,0
2072,33,0.297,0.2,-0.1,0.384,354,0,0
2073,10,0.314,0.8,1.1,0.253,63,0,0
2078,77,0.084,0.7,2,0.4,528,0,0
2079,2,0.133,4.6,-0.1,0.25,1543,1,0
2083,0,0.591,1.4,0,0.2,124,0,0
2084,33,0.097,1,-0.7,0.361,189,0,0
2085,0,0.25,3,-0.4,0.387,718,1,0
2086,2,0.31,1.6,0.2,0,76,1,0
2087,35,0.217,0.8,-0.7,0.326,191,0,0
2091,1,0.357,0.5,-0.2,0.241,185,0,0
2092,73,0.2,1.9,1.5,0.282,454,0,0
2093,78,0.316,0.8,1.3,0.4,493,0,0
2094,1,0.199,1,0.7,0.393,464,0,0
2095,43,0.248,0.7,0.5,0.345,538,0,0
2096,7,0.088,0.6,-0.3,0.356,82,0,0
2097,79,0.394,0.3,3.3,0.359,1030,0,1
2098,5,0.312,0.4,-0.4,0.404,510,0,0
2099,17,0.141,0.8,-0.6,0.38,580,0,0
2103,80,0.159,1.4,1.8,0.425,850,0,1
2108,5,0.142,0.9,0.7,0.36,447,0,0
2109,0,0.243,1.6,-0.1,0.325,773,0,0
2110,82,0.239,4.3,3.1,0.341,397,1,0
2111,80,0.244,0.6,1.7,0.33,620,0,0
2112,12,0.238,1,0.8,0.241,309,0,0
2113,30,0.228,5.1,-0.1,0.214,326,1,0
2121,0,0.188,0,-0.6,0.247,279,0,0
2122,6,0.056,1.4,-1,0.293,112,0,0
2123,4,0.073,1.9,-0.4,0.273,385,0,0
2124,56,0.183,1.7,-0.6,0.239,97,0,0
2125,60,0.143,2.8,2,0.222,910,1,0
2126,25,0.141,0.4,0.1,0.364,422,0,0
2127,73,0.343,1.4,1.6,0.159,311,0,0
2128,15,0.222,0.5,-0.1,0.358,320,0,0
2129,81,0.329,1.1,4.4,0.371,1024,0,1
2130,77,0.255,1.7,3.7,0.351,863,0,1
2131,4,0.145,1.2,0.2,0.4,378,0,0
2132,2,0.285,0.6,-0.2,0.292,96,0,0
2133,19,0.179,3,1.9,0.429,641,0,0
2134,80,0.397,0.6,8.3,0.296,1017,0,1
2135,0,0.182,2,0,0,485,0,0
2136,81,0.437,1.3,-0.1,0.3,215,0,0
2137,0,0.182,0.9,0,0.391,398,0,0
2139,63,0.266,0.6,1,0.344,393,0,0
2140,9,0.453,0.5,-0.2,0.293,393,0,0
2141,0,0.4,0,-0.1,0.25,1018,0,0
2142,35,0.612,0.8,1.1,0.344,299,0,0
2143,81,0.193,2.7,2.7,0.402,1209,0,0
2144,14,0.139,0.5,-0.2,0.353,718,0,0
2145,8,0.253,0.9,0.8,0.276,249,0,0
2146,10,0.364,6.8,0.6,0,188,1,0
2147,0,0.396,3.7,-0.1,0.364,621,0,0
2148,5,0.322,1.5,-0.3,0.31,149,0,0
2150,1,0.438,1.1,0.1,0.385,236,0,0
2151,3,0.569,0,-0.4,0.176,597,0,0
2152,0,0.111,0.4,-0.1,0.231,1461,0,0
2153,0,0.148,0,-0.3,0.217,464,0,0
2154,2,0.204,0.5,-0.7,0.325,354,0,0
2155,73,0.169,1.2,1.3,0.233,330,0,0
2156,60,0.531,2.9,1.3,0.1,181,1,0
2158,6,0.144,0.6,-0.1,0.381,75,0,0
2162,80,0.392,2.6,1.5,0,26,1,0
2163,45,0.221,0.4,-0.6,0.411,14,0,0
2164,15,0.225,3.1,-0.3,0,40,1,0
2165,72,0.258,3.1,1.8,0.411,5,0,0
2166,5,0.196,2.4,0.4,0,10,0,0
2167,66,0.218,1.4,1.3,0.278,48,0,0
2168,25,0.292,2,0.4,0.33,19,0,0
2169,0,0.636,5,0,0,10,1,0
2170,0,0.2,0,-0.2,0.318,75,0,0
2174,14,0.273,2.1,0.9,0.375,29,0,0
2175,72,0.194,0.5,0.6,0.403,12,0,0
2176,80,0.486,4.7,6.9,0.272,236,0,0
2177,74,0.263,1.1,0.8,0.359,44,0,0
2178,80,0.158,0.6,2.6,0.344,28,0,0
2179,7,0.102,2.5,0.3,0.453,46,0,0
2181,20,0.311,0.1,-0.9,0.347,15,0,0
2182,55,0.053,0.8,0.1,0.414,82,0,0
2183,13,0.198,0.8,-0.5,0.267,218,0,0
2184,1,0.322,1.7,-0.4,0.136,13,0,0
2185,0,0.115,0.7,-0.5,0.357,17,0,0
2186,6,0.149,0.1,0.3,0.358,24,0,0
2187,79,0.22,0.5,0.1,0.351,19,0,0
2191,19,0.285,1.3,1,0.37,42,0,0
2192,0,0.473,1.6,0.2,0.333,18,0,0
2193,77,0.291,1,2.1,0.333,33,0,0
2194,1,0.313,0,-0.1,0.4,16,0,0
2196,64,0.233,2.3,0.6,0.346,20,0,0
2197,77,0.259,0.7,2.8,0.404,53,0,0
2198,1,0.137,0,-0.1,0.321,20,0,0
2199,6,0.259,2.5,-0.2,0.419,37,0,0
2200,0,0.273,0.4,0.1,0.36,25,0,0
2201,1,0.163,1.2,-0.2,0.056,23,0,0
2202,0,0.068,3.1,-0.3,0.277,19,0,0
2203,1,0.391,0.9,-0.1,0.271,28,0,0
2204,6,0.145,2.8,0.8,0.399,163,0,0
2205,67,0.175,1,2.2,0.382,56,0,0
2207,1,0.171,1.4,0.3,0.316,16,0,0
2208,16,0.371,3.3,0.1,0.5,30,1,0
2209,66,0.443,1.2,2.9,0.335,34,0,0
2216,0,0.375,3.1,0,0.25,24,0,0
2217,78,0.308,0.6,-0.2,0.363,148,0,0
2218,43,0.186,1.2,1,0.321,62,0,0
2219,55,0.12,0.5,0.7,0.39,116,0,0
2223,28,0.198,0.5,0.8,0.404,188,0,0
2224,0,0.133,0.9,-0.6,0.375,61,0,0
2228,0,0.033,0,-0.2,0.4,183,0,0
2229,20,0.293,1.1,-0.7,0.341,30,0,0
2230,2,0.156,1.4,0.1,0.305,40,0,0
2231,5,0.055,0.5,0.2,0.384,28,0,0
2232,0,0.114,0.6,-0.7,0.443,10,0,0
2233,0,0.315,0.6,-0.4,0.329,79,0,0
2234,75,0.54,0.9,6.3,0.367,173,0,0
2238,75,0.199,0.4,1.9,0.35,12,0,0
2239,0,0.191,0.1,-0.2,0.266,16,0,0
2241,72,0.213,1.2,1.4,0.341,8,0,0
2242,15,0.235,1.9,1.4,0.378,98,0,0
2243,19,0.252,2.2,-0.1,0.234,167,0,0
2248,21,0.314,2.9,0.3,0,7,1,0
2250,33,0.207,1.1,0.7,0.337,191,0,0
2251,75,0.286,3.2,0.2,0.321,37,0,0
2252,1,0.139,0.5,-1.1,0.19,22,0,0
2253,0,0.134,0.6,0,0.374,58,0,0
2254,19,0.157,0.3,-0.4,0.329,71,0,0
2255,0,0.192,0,-0.2,0.231,38,0,0
2256,64,0.239,0.4,0.3,0.417,29,0,0
2257,0,0.348,1.2,0,0,66,0,0
2258,68,0.365,0.8,4.5,0.408,42,0,0
2259,1,0.125,0.5,0,0.515,14,0,0
2263,67,0.238,2.6,1.8,0.333,270,0,0
2264,7,0.192,0.7,0.5,0.444,25,0,0
2265,1,0.234,0.5,-0.6,0.36,54,0,0
2266,0,0.119,0.4,0.2,0.389,18,0,0
2267,72,0.301,0.8,2.1,0.398,120,0,0
2268,35,0.075,1.4,0.6,0.392,50,0,0
2269,42,0.142,0.3,1.7,0.425,125,0,0
2270,79,0.251,0.5,6.2,0.411,55,0,0
2271,3,0.109,0.3,-0.3,0.389,33,0,0
2272,75,0.424,5.1,3.9,0.299,154,1,0
2274,2,0.159,1.2,0.3,0.321,27,0,0
2275,2,0.24,0.1,-1.2,0.236,54,0,0
2276,54,0.18,0,-1.4,0.367,7,0,0
2277,49,0.149,1.1,-0.2,0.309,15,0,0
2278,74,0.419,0.4,1.9,0.266,80,0,0
2279,33,0.107,0.6,-0.3,0.247,8,0,0
2280,82,0.253,3.1,2.5,0.372,34,0,0
2281,18,0.526,1.3,0.4,0.376,24,0,0
2282,0,0.248,1.2,0.1,0.167,7,0,0
2283,73,0.335,0.4,2.9,0.405,14,0,0
2284,81,0.39,3.1,1.7,0.286,23,1,0
2285,7,0.188,0.9,0.6,0.379,15,0,0
2289,7,0.188,2.3,-0.1,0.288,16,0,0
2290,62,0.374,3.8,5.2,0.375,12,0,0
2291,0,0.474,0,-0.1,0.25,20,0,0
2292,2,0.125,0.6,-0.2,0.286,19,0,0
2293,13,0.077,0.2,0.7,0.378,17,0,0
2294,33,0.23,1.2,-0.2,0.319,16,0,0
2295,31,0.569,7.7,1,0.367,358,1,0
2296,28,0.343,1.2,0.8,0.372,14,0,0
2303,26,0.201,0.8,-0.1,0.295,10,0,0
2304,34,0.454,2.4,0.9,0,40,0,0
2306,39,0.261,2.7,0.6,0.3,136,0,0
2307,0,0.31,1.5,-0.4,0.318,31,0,0
2309,11,0.125,1.1,0.5,0.319,6,0,0
2310,35,0.183,1.4,0.2,0.293,164,0,0
2311,0,0.061,0,-0.3,0.321,61,0,0
2312,66,0.298,0.1,0.4,0.356,55,0,0
2313,40,0.194,0.5,-0.6,0.33,13,0,0
2314,35,0.319,0.3,-0.1,0.313,54,0,0
2315,15,0.142,2.1,0.5,0.409,29,1,0
2316,63,0.516,0.5,1.5,0.389,34,0,0
2320,74,0.286,3.7,4,0.388,67,1,0
2321,39,0.305,3.5,2.4,0.538,23,1,0
2322,30,0.312,2.3,0.7,0.372,24,0,0
2323,0,0.2,0,-0.1,0,24,0,0
2324,0,0.643,0.9,-0.1,0,22,0,0
2325,75,0.277,0.9,3.2,0.393,12,0,0
2326,0,1.429,0,0,0.5,152,0,0
2327,0,0.305,0,-0.2,0.333,53,0,0
2331,0,0.244,1,1.3,0.392,12,0,0
2332,81,0.763,6.4,5.4,0,160,1,0
2336,72,0.251,1.4,0.8,0.288,14,0,0
2337,15,0.172,1.4,0.4,0.372,111,0,0
2338,82,0.236,2.1,1.5,0,21,1,0
2339,1,0.375,0.5,0,0.6,51,0,0
2343,28,0.243,0.6,0.4,0.366,13,0,0
2344,68,0.071,2.6,2,0.379,6,0,0
2345,76,0.328,3.4,4.6,0.308,18,0,0
2346,0,0.177,1.1,-0.4,0.351,43,0,0
2347,75,0.334,1.5,1.4,0.379,129,0,0
2348,11,0.301,0.7,-1,0.275,45,0,0
2349,61,0.434,0.9,3.4,0.336,18,0,0
2350,7,0.137,2.8,0.4,0.304,88,1,0
2351,0,0.476,7.2,-0.1,0.5,55,1,0
2352,30,0.235,0.6,0.9,0.357,29,0,0
2353,81,0.575,1,9,0.347,146,0,0
2354,69,0.199,2.5,1.5,0.351,81,0,0
2356,14,0.351,3.2,0.8,0.143,47,1,0
2357,0,0.378,0.6,0.4,0.328,33,0,0
2358,56,0.21,0.3,1.6,0.42,61,0,0
2359,11,0.135,0.5,-0.3,0.385,96,0,0
2360,0,0.267,0,-0.1,0,9,0,0
2361,48,0.213,1.3,2.1,0.347,13,0,0
2362,0,0.5,0,0,0,15,0,0
2363,18,0.539,1.3,-0.2,0.276,3,0,0
2364,0,0.652,0.6,-0.1,0,17,1,0
2368,73,0.371,0.6,4,0.398,127,0,0
2369,41,0.298,0.7,-0.5,0.353,57,0,0
2370,39,0.346,6.1,0.5,0,16,1,0
2371,9,0.339,1.1,0.1,0.407,20,0,0
2372,22,0.269,2.2,0.7,0.267,87,1,0
2373,2,0.152,1.2,-0.9,0.299,10,0,0
2377,8,0.496,2.7,0.8,0.333,41,1,0
2378,49,0.323,0.6,2.2,0.403,97,0,0
2380,71,0.268,1.1,1,0.348,22,0,0
2381,1,0.222,0.4,-0.4,0.261,17,0,0
2382,61,0.188,1.6,2,0.356,32,0,0
2383,4,0.149,1.5,0.4,0.355,29,0,0
2384,50,0.467,1.9,0.4,0.224,22,0,0
2385,17,0.25,3.7,1.1,0.351,105,1,0
2386,55,0.173,0.6,0.3,0.371,90,0,0
2387,68,0.169,3.3,2.8,0.355,17,1,0
2388,74,0.692,3.6,2.4,0,13,1,0
