,Age,G,GS,MP,3PAr,FTr,AST%,STL%,BLK%,TOV%,USG%,WS/48,VORP,3P%,2P%,FTA,FT%,AST,STL,BLK,TOV,Popularity,C,PPG,Allstar
1294,33,80,80,2791,0.329,0.172,17.1,1.1,0.4,11.1,20.3,0.07,1.5,0.359,0.472,176,0.801,292,59,14,137,369,0,14.42,0
1295,22,28,0,262,0.28,0.333,6.3,1.3,0.9,18.1,17.4,-0.02,-0.3,0.238,0.389,25,0.68,11,7,3,19,1225,0,2.64,0
1296,22,32,2,603,0.287,0.281,11.3,2.9,1.3,13.8,17,0.06,0.1,0.375,0.437,47,0.681,42,33,9,30,786,0,5.94,0
1297,27,76,59,2245,0.375,0.162,8.6,1.3,1.6,10.5,16.4,0.037,0.3,0.351,0.451,112,0.804,124,59,45,87,199,0,9.91,0
1298,34,33,0,123,0.19,0.524,2.1,1.2,0,3.7,9.8,0.013,-0.1,0,0.353,11,0.818,2,3,0,1,105,0,0.64,0
1299,34,57,2,669,0.871,0.229,5.4,1,0.9,5.5,15.8,0.11,0.1,0.36,0.423,46,0.848,24,13,8,13,654,0,4.39,0
1300,23,43,13,631,0.326,0.201,4.2,1.4,1,10.7,15.3,0.015,-0.5,0.233,0.476,37,0.649,18,17,8,24,801,0,4.28,0
1301,23,33,24,889,0.124,0.314,6.9,1,5.2,9.8,18.4,0.16,0.7,0.351,0.553,94,0.606,36,18,59,37,574,0,11.7,0
1302,26,82,82,2820,0.007,0.882,3.2,1.5,5.4,12.8,13.6,0.217,4.3,0.25,0.713,471,0.397,61,81,183,109,322,1,11.54,0
1303,23,79,14,1444,0.107,0.348,19.7,1.6,0.9,12.4,17,0.149,1,0.364,0.52,143,0.734,188,46,17,67,499,0,6.77,0
1308,21,33,16,555,0.403,0.284,12.3,2.1,0.1,13.7,14.4,0.061,0.1,0.296,0.475,38,0.763,46,23,1,24,73,0,4.64,0
1309,23,52,34,1233,0.434,0.307,10.9,1.2,1.6,9.5,14,0.027,-0.3,0.336,0.337,95,0.832,92,30,24,37,921,0,6.38,0
1311,25,4,0,72,0.65,0.2,8.5,2.1,0,8.4,14.6,0.033,0,0.308,0.429,4,1,4,3,0,2,407,0,5.5,0
1316,33,75,75,2418,0.748,0.197,12.1,1.1,1.5,14.1,14.4,0.148,3.3,0.492,0.47,118,0.898,196,52,42,107,224,0,12.15,0
1318,22,47,8,633,0.444,0.22,10.9,1.7,0.7,9,20.5,0.123,0.1,0.342,0.475,55,0.891,44,21,6,27,678,0,6.28,0
1320,22,76,22,1865,0.269,0.181,19.4,2.6,0.4,15.1,13.6,0.045,-0.2,0.302,0.481,78,0.782,226,93,9,83,153,0,6.18,0
1321,23,24,1,268,0.18,0.315,7.5,1.5,2.9,17.8,19.9,0.012,-0.1,0.188,0.452,28,0.643,13,8,10,22,454,1,3.88,0
1322,19,77,40,1902,0.247,0.261,24,1.4,0.4,20.4,22,-0.018,-1.2,0.341,0.449,177,0.842,276,54,10,193,197,0,10.1,0
1323,27,75,75,2665,0.221,0.392,43,1.7,0.3,14.6,20.6,0.126,1.7,0.341,0.463,363,0.73,720,92,9,185,520,0,15.24,0
1327,29,77,74,2354,0.348,0.201,9.8,1.7,0.4,10,15.2,0.099,1.5,0.402,0.473,129,0.86,151,75,12,78,178,0,10.09,0
1328,31,49,4,904,0.006,0.332,13.7,1.7,2.1,12,19.6,0.168,0.8,0,0.514,104,0.654,85,31,26,49,1669,0,7.92,0
1330,21,69,44,1518,0.008,0.295,3.1,1.1,5.3,15.7,13.7,0.107,0.4,0.333,0.509,104,0.702,32,34,105,74,117,1,6.26,0
1331,23,64,64,2033,0.234,0.307,13,3.7,1.8,9.4,23,0.204,4.1,0.349,0.519,252,0.802,161,148,48,97,185,0,16.52,1
1332,22,55,7,847,0.457,0.131,5.8,0.6,1.2,13.1,15.8,0.158,0.5,0.42,0.586,32,0.938,32,10,14,39,794,1,5.95,0
1333,25,63,6,824,0.106,0.216,8.8,1.1,0.9,10.5,18.6,0.078,-0.2,0.241,0.467,59,0.627,46,17,9,35,223,0,4.54,0
1334,24,82,82,2925,0.421,0.293,29,1.7,0.5,12.6,26.9,0.174,5.2,0.343,0.5,398,0.864,507,97,21,222,626,0,20.98,0
1335,26,74,30,1907,0.269,0.41,28.6,2.2,1.4,17.7,21.9,0.068,0.6,0.369,0.444,268,0.795,339,82,32,166,996,0,11.24,0
1336,29,78,2,1468,0.005,0.23,24.2,1.6,1,19,15.9,0.107,0.1,0,0.503,91,0.714,259,49,20,102,232,0,5.91,0
1337,26,72,44,2100,0.01,0.278,4.5,1.1,4.8,8.6,26.3,0.159,1.1,0.1,0.517,274,0.814,50,43,126,104,974,1,17.17,0
1338,26,59,59,1638,0.002,0.291,5.1,0.5,3.7,12.9,15.5,0.15,1.7,0,0.537,127,0.772,55,16,84,73,411,1,9.59,0
1339,26,75,75,2532,0.412,0.337,10.7,1,1.2,10,21.7,0.165,2.5,0.367,0.48,321,0.804,168,51,39,122,595,0,16.37,0
1340,28,70,70,2414,0.375,0.299,32.4,2.3,0.4,12.8,25.4,0.141,3.4,0.338,0.457,312,0.808,473,109,13,173,235,0,17.77,1
1341,32,21,0,272,0.279,0.048,36,1.5,0,13.1,19.9,0.058,-0.2,0.31,0.44,5,1,60,8,0,16,2142,0,4.67,0
1342,24,55,0,833,0.435,0.106,28.6,1.8,0.2,13.8,19.5,0.075,-0.2,0.315,0.467,31,0.806,155,30,2,49,201,0,5.44,0
1344,22,16,7,208,0.5,0.364,11.5,2.2,0.8,15,13.1,-0.031,-0.1,0.182,0.455,16,0.313,17,9,2,9,274,0,2.31,0
1345,36,57,24,1101,0.172,0.127,6.9,1.3,1.9,10.5,12.9,0.074,0.2,0.261,0.484,34,0.765,51,27,27,33,496,0,4.84,0
1346,23,28,3,417,0.455,0.089,31.1,2.6,0,25,15.1,0.088,-0.2,0.391,0.509,9,0.889,86,21,0,35,245,0,4.21,0
1349,31,39,36,1302,0.306,0.309,12.5,1.3,0.1,9.7,26.6,0.069,0,0.393,0.442,193,0.881,89,33,1,76,390,0,19.97,0
1350,28,60,60,2024,0.592,0.193,10.8,1.9,0.4,9,19.8,0.147,3,0.389,0.534,145,0.752,139,77,10,81,522,0,15.93,0
1351,27,71,15,1697,0.395,0.198,19.4,1.7,0.9,14.4,23.6,0.079,0.3,0.357,0.465,139,0.827,197,57,18,128,171,0,11.35,0
1352,28,67,61,1916,0.318,0.256,9.8,2.1,0.9,12.3,18.3,0.027,-0.6,0.307,0.435,163,0.589,106,81,21,99,272,0,9.85,0
1354,23,68,30,1436,0.236,0.179,21.3,1.6,0.6,14.4,18.2,0.045,0.1,0.306,0.479,84,0.679,188,45,11,85,298,0,7.4,0
1355,23,62,3,973,0.381,0.2,10.3,2.3,0.6,10.8,20.5,0.089,0.3,0.396,0.46,73,0.699,64,43,8,48,217,0,6.84,0
1359,23,36,0,321,0.383,0.14,3,0.6,0.2,13,18.3,-0.005,-0.5,0.317,0.455,15,0.667,6,4,1,17,226,0,3.03,0
1360,22,32,2,485,0.012,0.242,4.6,1.7,2.6,14.5,19,0.127,-0.1,0,0.54,40,0.625,14,16,16,31,136,0,6.28,0
1364,21,82,82,2670,0.471,0.193,8.4,1.5,0.6,13.3,17.2,0.045,0.8,0.358,0.507,160,0.813,140,77,19,138,120,0,12.15,0
1365,27,6,0,36,0.182,0.182,7.8,4.2,2.1,29.6,20.6,-0.149,-0.1,0.5,0.222,2,1,2,3,1,5,705,0,1.5,0
1366,27,17,4,296,0.358,0.245,17.5,2.1,0.9,27.3,12.8,0.07,0.1,0.421,0.588,13,0.615,33,12,3,22,39,0,4.24,0
1367,27,60,0,1462,0.397,0.3,8.8,2.1,0.3,8.6,20.1,0.103,0.4,0.349,0.46,160,0.906,79,59,6,57,171,0,11.05,0
1369,23,79,58,2378,0.308,0.18,12.7,2.6,0.4,10.8,19.9,0.135,2,0.407,0.494,156,0.859,182,122,11,113,495,0,13.35,0
1370,27,70,40,1841,0.539,0.195,7.1,1.7,1.1,7.5,23.9,0.093,0.8,0.345,0.459,161,0.807,75,60,26,73,45,0,13.46,0
1375,34,52,15,701,0.86,0.035,9,1,0.5,16.6,8.9,0.028,-0.2,0.327,0.313,4,0.75,46,14,4,23,432,0,2.1,0
1379,26,51,0,801,0.542,0.119,16.9,1.8,0.2,9,22.1,0.087,0.3,0.341,0.429,40,0.825,87,28,2,35,105,0,6.88,0
1380,27,47,5,924,0.378,0.361,9.7,3.2,1.4,19.5,17,0.02,0.1,0.311,0.358,86,0.674,58,56,16,67,659,0,5.28,0
1381,29,73,73,2390,0.232,0.362,15.4,2.8,2.4,13.3,23.8,0.166,3.7,0.356,0.513,337,0.757,223,130,69,166,611,0,16.68,1
1382,23,82,3,1654,0.502,0.455,9.7,1.7,2.4,10.6,22.8,0.165,1.3,0.316,0.495,284,0.803,97,54,54,89,395,0,10.16,0
1385,25,56,0,504,0.273,0.144,10.4,2.1,0.9,8.7,14.4,0.08,-0.1,0.342,0.485,20,0.6,33,20,6,14,283,0,2.66,0
1386,24,38,0,299,0.311,0.085,24.7,1.6,0,16,20,-0.068,-0.4,0.212,0.397,9,0.444,48,9,0,21,361,0,2.18,0
1387,25,81,35,2045,0.41,0.148,10.2,1.5,0.6,8.2,19,0.093,0.8,0.358,0.487,113,0.628,133,63,16,73,818,0,10.43,0
1388,25,82,82,2581,0.163,0.211,12.4,2,1.2,12.4,23.3,0.085,1.2,0.318,0.494,232,0.763,192,101,39,170,602,0,15.34,0
1389,29,74,0,1806,0.528,0.145,5.2,1.5,0.5,5.5,16.5,0.151,1.2,0.434,0.497,89,0.888,60,54,11,38,364,0,10.68,0
1390,24,71,62,2037,0.19,0.237,10.8,1.4,1.3,13.7,19.1,0.11,1,0.368,0.536,166,0.602,130,56,34,123,350,0,12.04,0
1394,22,38,13,866,0.128,0.365,9.6,1.1,0.6,7.1,25.3,0.11,0,0.392,0.503,145,0.717,44,18,7,35,114,0,13.47,0
1398,23,40,8,502,0.146,0.166,8,1.6,3.2,11.5,16.7,0.179,0.5,0.409,0.574,25,0.88,25,16,19,21,316,0,4.92,0
1399,23,51,10,1012,0.518,0.246,19.9,2.1,0.3,24.3,15.5,0.024,-0.2,0.364,0.4,56,0.786,130,40,4,81,100,0,5.12,0
1407,25,40,3,492,0.216,0.132,7.3,0.6,2,10.7,20.8,0.007,-0.5,0.317,0.47,25,0.6,22,6,12,24,337,0,4.85,0
1408,29,67,67,2049,0.005,0.407,23,1.2,2.6,19.6,13.7,0.13,2.8,0,0.447,174,0.603,312,48,74,123,262,1,7.24,0
1414,36,77,77,2282,0.258,0.272,10.4,0.9,1.2,6.5,24.9,0.152,1.5,0.38,0.486,289,0.882,143,39,33,82,1275,0,17.31,0
1415,20,62,27,1103,0.005,0.345,7.3,2.4,4.8,16.3,20.7,0.069,0.4,0,0.449,132,0.636,50,52,68,86,547,1,6.87,0
1417,24,51,17,824,0.178,0.236,11.3,1.9,3.8,17.1,17.7,0.091,0.4,0.279,0.538,57,0.772,59,31,39,55,314,0,5.76,0
1418,22,72,71,2573,0.228,0.295,19.3,2.4,0.6,14.3,25.2,0.065,1.3,0.339,0.464,320,0.819,295,120,19,204,280,0,17.94,0
1419,23,64,13,1423,0.331,0.258,12.2,2.3,2.1,14.3,21.1,0.12,1.5,0.349,0.538,136,0.684,109,64,39,98,355,1,10.25,0
1420,30,73,45,1730,0.006,0.302,16.2,2.4,1,18.2,19.1,0.116,1.5,0,0.456,160,0.788,178,80,21,133,79,1,8.3,0
1421,24,43,1,795,0.538,0.091,15.8,1.8,1.3,21.2,14.2,0.029,-0.1,0.292,0.418,18,0.722,85,29,13,55,537,0,4.23,0
1422,35,9,0,73,0.629,0.057,20.8,0,0,7.7,24.3,0.113,0,0.409,0.462,2,1,8,0,0,3,409,0,4.56,0
1423,19,25,25,738,0.061,0.251,9.5,2.1,0.6,13.9,20.7,0.088,0.1,0.25,0.506,66,0.697,42,31,5,47,294,0,12.32,0
1424,32,68,68,1953,0.107,0.2,28.7,1.2,0.1,13.9,24.5,0.1,0,0.427,0.493,166,0.783,335,44,2,146,160,0,14.35,0
1425,26,66,66,2186,0.419,0.233,11.4,1.6,0.7,9.5,20.6,0.121,2.5,0.38,0.521,193,0.72,161,69,19,96,347,0,15.71,0
1426,25,81,4,2156,0.529,0.15,10.7,1.4,1.6,8.7,13.1,0.137,2.8,0.371,0.536,80,0.788,155,60,44,54,397,0,8,0
1427,29,82,82,2857,0.298,0.274,47.4,2.8,0.4,12.7,23.7,0.27,6.9,0.398,0.523,321,0.9,838,156,15,190,1063,0,19.07,1
1431,20,82,63,2489,0.059,0.302,32.6,2.9,0.7,20.2,18.3,0.044,0.8,0.262,0.435,214,0.551,533,142,20,203,363,0,8.91,0
1435,37,73,73,1914,0.462,0.32,11.9,1.2,1,10.9,19.9,0.138,1.7,0.389,0.496,210,0.781,144,46,24,92,640,0,11.89,0
1436,24,82,45,1743,0.006,0.648,7,1.9,2.9,14.4,19.2,0.131,1.2,0,0.576,317,0.495,74,65,63,106,725,1,8.74,0
1440,21,74,13,1432,0.266,0.202,6.8,1.6,1.7,10.9,15.1,0.092,0.6,0.337,0.491,79,0.734,65,44,30,52,202,0,6.01,0
1444,23,50,0,600,0.374,0.282,28,2.5,0.8,17.3,17.3,0.06,0,0.246,0.44,49,0.673,117,30,6,41,269,0,3.54,0
1449,31,43,20,982,0.489,0.202,24.4,3.5,0.3,17.6,13.4,0.036,0,0.284,0.404,45,0.8,165,67,4,52,576,0,5.14,0
1458,33,71,71,2304,0.021,0.32,11.4,1.6,0.5,12.8,24.3,0.149,2,0.35,0.49,298,0.765,153,69,14,156,219,0,16.1,0
1459,30,78,78,2409,0.488,0.216,9,0.8,0.3,8.5,21,0.134,1.6,0.437,0.515,203,0.901,137,39,8,95,320,0,16.37,0
1460,24,5,0,43,0.467,0.4,6.5,0,0,10.2,20.7,-0.121,-0.1,0.143,0.25,6,0.667,2,0,0,2,396,0,2.2,0
1461,34,19,15,416,0.539,0.124,16.6,1.6,0.6,7.9,21.3,0.045,-0.1,0.323,0.378,22,0.773,38,13,3,16,845,0,9.05,0
1462,33,47,0,683,0.358,0.119,21,1.5,0.5,17,14.8,0.042,-0.3,0.317,0.487,21,0.857,96,20,4,38,317,0,4,0
1466,23,67,65,1286,0.423,0.239,7.4,2.1,1.8,17.2,9,0.079,0.7,0.247,0.612,48,0.479,70,53,29,46,157,0,3.4,0
1467,29,72,10,1330,0.427,0.164,20.3,1.3,0.4,10.5,18.6,0.064,-0.2,0.321,0.44,74,0.892,162,33,6,57,307,0,6.67,0
1480,26,51,51,1530,0.325,0.224,30.7,1.2,0.8,14.9,31.7,0.038,0.3,0.28,0.465,187,0.813,251,36,16,161,555,0,17.73,0
1481,23,82,61,2092,0.518,0.074,6.5,1.3,1,8.1,18.3,0.054,0.2,0.372,0.452,56,0.786,86,53,25,69,137,0,9.84,0
1482,24,22,22,692,0.233,0.324,43.5,2.8,0.1,20.4,20,0.033,0.3,0.255,0.387,71,0.803,193,38,1,64,1378,0,10.27,0
1483,28,68,2,1047,0.646,0.087,7.9,0.8,0.4,14.7,13.8,0.061,-0.1,0.406,0.538,23,0.696,53,16,5,47,328,0,4.75,0
1484,29,33,0,271,0.5,0.204,5.4,0.9,3.3,15.8,11.2,-0.056,-0.3,0.111,0.296,11,0.455,12,5,12,11,412,0,0.91,0
1485,25,67,18,1133,0.003,0.268,7.4,1.3,3.1,9.5,14.8,0.035,-0.2,0,0.413,82,0.671,55,28,43,36,284,1,4.58,0
1486,35,21,0,270,0.542,0.083,6.6,1.8,1.1,9.1,9.3,0.017,-0.1,0.308,0.364,4,0.5,13,9,4,5,235,0,2,0
1487,21,74,32,1131,0.367,0.272,12,1.7,1.9,16.4,17.9,0.025,-0.7,0.244,0.525,94,0.67,77,38,26,76,541,0,5.22,0
1489,21,77,10,1516,0.223,0.269,34.6,1.7,0.2,16.8,27,0.08,-0.2,0.351,0.449,179,0.827,317,49,4,150,734,0,9.97,0
1490,34,81,16,1659,0.031,0.352,11,1.5,0.8,11.3,22.8,0.126,0.5,0.25,0.474,226,0.699,105,47,18,94,339,0,9.42,0
1491,26,68,0,1123,0.424,0.17,10.9,1.1,0.2,7.4,21.4,0.115,0.1,0.344,0.517,77,0.792,75,25,3,39,1567,0,7.78,0
1492,30,52,7,976,0.313,0.233,11.2,2.8,1.8,12.2,14.6,0.121,0.8,0.321,0.462,58,0.776,75,53,21,38,448,0,5.35,0
1493,25,79,0,1235,0.004,0.182,8,0.4,3.8,16.8,21.5,0.066,-0.3,0,0.516,82,0.707,59,10,59,98,517,1,6.58,0
1504,24,73,32,1399,0.044,0.273,10.7,1.4,1.7,15,20.6,0.072,-0.5,0.182,0.488,137,0.774,79,39,30,99,733,1,8.03,0
1508,27,53,21,1107,0.369,0.217,27.5,1.1,0,14.3,18.6,0.085,0.2,0.313,0.464,77,0.779,190,23,0,65,360,0,7.38,0
1509,20,67,38,1808,0.57,0.266,16.3,2.7,0.8,14.4,15.1,0.077,1.4,0.335,0.41,127,0.646,208,99,18,90,62,0,7.81,0
1517,28,82,31,1785,0.071,0.258,13.5,0.9,2.1,13.6,19.7,0.032,-0.6,0.357,0.44,153,0.83,140,32,44,104,1734,1,8,0
1524,23,72,22,1412,0.531,0.148,6.8,1.2,0.6,10.8,14.1,0.082,0.2,0.371,0.494,55,0.8,62,32,11,48,253,0,6.04,0
1525,27,76,9,1207,0.028,0.276,9.9,0.8,2.1,10.2,29.1,0.158,-0.2,0.278,0.498,178,0.843,72,20,34,82,336,1,10.41,0
1527,21,73,1,1127,0.503,0.216,9,0.9,1.2,11,14.2,0.021,-0.5,0.322,0.408,64,0.859,67,20,17,40,478,0,4.37,0
1528,24,61,25,1573,0.191,0.2,25.4,1.2,0.4,17.6,21.1,-0.026,-0.6,0.171,0.425,110,0.627,240,38,8,128,131,0,8.21,0
1530,23,3,0,33,0.333,1,39.1,3.1,0,31.6,16.9,-0.014,-0.1,0.5,0.25,6,0.5,9,2,0,4,964,0,2.67,0
1531,28,71,36,1874,0.187,0.286,20.2,1.5,0.4,12.2,23.4,0.103,0.9,0.39,0.452,216,0.819,219,56,10,118,362,0,12.62,0
1532,22,58,49,1566,0.26,0.182,14.2,1.4,2.1,9.3,23.6,0.123,1.6,0.283,0.494,129,0.744,134,44,42,78,356,0,13.28,0
1533,25,29,13,430,0.316,0.36,8.2,1.4,0.2,12.6,16,0.034,-0.2,0.306,0.436,41,0.634,22,12,1,19,981,0,4.38,0
1534,26,73,72,2228,0.233,0.36,37.9,2.9,1.2,16.6,25.3,0.166,2.1,0.343,0.496,319,0.862,513,125,31,205,359,0,15.92,0
1535,29,40,4,892,0.605,0.144,8.1,0.8,1.4,13.5,20.1,0.026,-0.1,0.321,0.476,46,0.717,46,14,16,53,451,0,8.48,0
1536,29,16,1,327,0.48,0.272,20.8,1.5,0,11.4,20.8,0.063,-0.1,0.3,0.431,34,0.706,45,10,0,18,366,0,8.38,0
1537,28,52,18,735,0.518,0.282,11,2.9,1,15.1,13.9,0.1,0.5,0.375,0.427,48,0.729,56,42,9,34,375,0,3.92,0
1538,37,77,18,1641,0.724,0.108,13.8,2,0.9,13.7,14.3,0.104,0.7,0.39,0.504,48,0.813,147,66,19,74,119,0,7.03,0
1545,26,17,0,194,0.175,0.325,6,0.8,0.4,22.1,13.2,0.023,-0.3,0,0.545,13,0.692,7,3,1,13,765,0,2.65,0
1547,23,71,23,1776,0.529,0.164,8.4,1.6,1.2,10.2,15.9,0.07,0,0.401,0.426,89,0.708,85,57,26,66,651,0,8.82,0
1548,28,81,63,1991,0.002,0.334,6.5,0.8,2.3,14.6,12.7,0.057,0.1,0,0.471,143,0.622,85,33,57,84,907,0,6.06,0
1549,24,77,77,2455,0.42,0.197,14.6,1.7,1.8,9.5,27.6,0.172,2.9,0.439,0.481,256,0.879,222,87,60,149,613,0,21.66,1
1557,29,78,63,2383,0.423,0.24,7.4,2.2,0.7,12.7,13.9,0.098,1.9,0.345,0.506,143,0.727,122,107,23,96,841,0,9.14,0
1558,35,62,2,705,0.739,0.059,7.5,1.4,0.8,13.1,14.2,0.081,0.2,0.432,0.469,11,0.545,37,19,7,29,351,0,3.74,0
1559,26,82,57,2260,0.16,0.189,30,1.8,0.7,19.7,19.5,0.054,0.6,0.277,0.458,141,0.752,449,83,19,198,202,0,9.5,0
1561,32,79,12,1494,0.192,0.202,24,1.6,0.4,13.9,19.6,0.115,0.5,0.268,0.539,102,0.853,220,46,8,89,274,0,7.66,0
1562,22,80,80,2096,0.002,0.423,3.1,0.8,3.6,12.4,19.1,0.189,0.8,0,0.573,276,0.786,39,33,95,109,440,1,12.04,0
1563,32,26,26,636,0.01,0.225,9.1,1.6,2,13.7,18.1,0.145,0.5,0,0.561,45,0.733,35,19,16,35,194,1,9.81,0
1564,28,82,29,1991,0.484,0.091,23.9,1.2,0.4,13.6,19.8,0.066,0.4,0.379,0.436,66,0.758,302,46,10,119,475,0,9.45,0
1565,30,64,1,678,0.61,0.097,4.7,1.1,2.6,6.9,26.7,0.096,0,0.376,0.475,35,0.571,19,15,22,28,317,0,6.3,0
1566,19,25,0,259,0.171,0.342,2.5,0.8,2.7,11.2,17.3,0.085,-0.2,0.385,0.397,26,0.692,4,4,9,11,197,0,3.32,0
1567,24,74,74,2529,0.005,0.181,11,1.1,1.7,10.2,26,0.133,1.6,0.333,0.524,218,0.752,147,54,54,148,971,1,19.3,0
1568,33,62,62,1971,0.094,0.341,32.1,2,0.9,14.4,34.7,0.086,1.6,0.284,0.489,370,0.768,299,73,21,209,160,0,21.47,1
1572,27,24,13,628,0.786,0.107,7.2,2,1.2,12,15,0.039,0.2,0.341,0.361,18,0.778,29,24,9,24,451,0,7.29,0
1573,24,62,58,2119,0.285,0.288,27.1,2.2,1.2,8.3,25.9,0.101,2.3,0.304,0.418,283,0.827,318,89,31,100,672,0,17.34,0
1574,24,79,79,2837,0.186,0.31,46.3,2.5,1.3,18.7,26.1,0.132,3.9,0.3,0.478,362,0.785,792,138,45,304,1111,0,17.56,1
1575,32,32,0,286,0.088,0.441,5.1,2.6,1.1,30.7,9,0.014,-0.1,0.333,0.419,15,0.4,11,15,4,18,300,0,1.09,0
1576,21,40,1,614,0.098,0.089,6.6,1.5,1.1,10.8,17.8,0.085,0,0.238,0.56,19,0.737,25,18,9,27,332,0,6.12,0
1577,30,57,21,1422,0.42,0.4,23.3,2.1,0.5,16.9,18.8,0.135,1.3,0.4,0.459,167,0.826,208,57,9,100,224,0,10,0
1578,24,51,1,672,0.144,0.124,9.9,1.2,1.4,13.7,17.5,-0.02,-0.7,0.367,0.408,26,0.769,40,15,11,35,339,0,3.9,0
1579,28,32,0,352,0.473,0.703,6.7,1,0.2,15.6,18.2,0,-0.4,0.233,0.292,64,0.75,17,7,1,22,341,0,3.31,0
1580,34,66,66,1895,0.029,0.235,20.1,1.3,2,13.7,21,0.108,1.8,0.2,0.479,161,0.739,223,48,48,120,682,0,11.65,0
1581,26,67,67,2302,0.196,0.445,47,3,0.5,14.3,38.4,0.222,7.6,0.299,0.457,654,0.835,574,140,14,293,469,0,28.15,1
1582,23,20,0,108,0.143,0.548,9.6,2.4,1.5,8.8,23.9,0.2,0.1,0.167,0.5,23,0.783,6,5,2,5,681,0,2.85,0
1583,19,82,82,2969,0.111,0.41,9.8,1.5,1.3,11.7,22.6,0.034,-0.2,0.31,0.453,466,0.76,170,86,50,177,284,0,16.91,0
1584,24,21,0,101,0.5,0.053,12,1.5,0.8,20.5,21.8,-0.024,-0.1,0.368,0.474,2,1,8,3,1,10,380,0,1.95,0
1585,30,68,55,2114,0.307,0.313,33.7,1.6,0.6,14.9,22.3,0.083,1.1,0.367,0.395,241,0.834,448,64,17,154,799,0,13,0
1586,23,74,6,1462,0.322,0.404,5.6,1.2,0.2,8.9,18.9,0.069,-0.5,0.314,0.511,196,0.684,50,34,4,56,586,0,8.34,0
1590,28,80,0,2016,0.482,0.426,13.6,2.3,0.4,8.4,27,0.157,1.5,0.34,0.464,395,0.861,164,88,10,101,448,0,15.52,0
1591,28,78,37,2035,0.535,0.176,7.8,1.8,1.4,10.1,13.3,0.102,1.5,0.358,0.5,87,0.713,100,69,36,60,1064,0,7.4,0
1595,28,20,0,105,0.487,0.103,14.4,0.5,0,4.7,18.5,0.083,0,0.158,0.6,4,1,10,1,0,2,500,0,1.85,0
1607,29,48,2,592,0.568,0.221,10.2,1.7,1.3,7.9,17.1,0.128,0.4,0.38,0.378,42,0.81,41,20,11,18,492,0,4.56,0
1608,21,30,15,895,0.327,0.415,34.9,2.7,0.7,18,30.5,0.014,0.1,0.261,0.473,180,0.667,157,48,8,113,598,0,16.9,0
1609,19,31,0,332,0.647,0.284,5.6,1.2,0.5,4.2,15.8,0.047,-0.2,0.258,0.528,29,0.552,13,8,2,5,1528,0,3.39,0
1610,29,42,0,1000,0.473,0.311,6.9,1.2,0.9,7.5,26,0.058,-0.4,0.369,0.363,148,0.892,41,23,11,44,227,0,13.4,0
1614,22,62,45,1487,0.003,0.44,10.9,1.2,2.6,12.2,15.6,0.123,0.9,1,0.46,164,0.774,100,34,49,62,215,1,7.61,0
1616,25,59,29,876,0.229,0.318,4.4,1.6,2.2,10,13.1,0.137,0.5,0.388,0.606,68,0.735,27,29,24,27,191,0,5.2,0
1617,21,2,0,15,0.167,0.833,31.9,10.3,0,19.6,30.5,0.015,0,0,0.4,5,0.6,3,3,0,2,802,0,3.5,0
1619,30,71,57,2371,0.298,0.164,9.9,0.5,0.3,8.7,17.9,0.055,-0.2,0.382,0.469,131,0.84,144,25,10,82,219,0,12.8,0
1620,27,59,17,861,0.003,0.197,5.8,1.1,3.4,13.6,20.4,0.058,-0.5,0,0.478,62,0.839,31,19,36,54,391,1,5.97,0
1621,30,74,74,2261,0.015,0.289,8.1,0.9,2.8,7.8,25.9,0.215,2.2,0,0.521,302,0.858,110,38,81,99,79,0,17.99,0
1623,34,64,57,1620,0.09,0.294,6.9,3.5,1,12.8,16.8,0.072,0.8,0.357,0.468,138,0.652,70,110,18,78,414,0,8.36,0
1624,25,82,82,2341,0.485,0.217,8.8,1.5,1.8,13.2,16.9,0.082,1.3,0.361,0.468,156,0.737,138,72,53,120,245,0,10.23,0
1628,33,13,0,192,0.627,0.254,10.3,1,0.4,3,15.4,0.078,0,0.324,0.409,15,0.733,14,4,1,2,1057,0,5,0
1629,26,51,15,721,0.483,0.163,7.7,1.4,1.6,18,13.7,-0.017,-0.4,0.267,0.478,29,0.759,41,21,14,42,1269,0,3.51,0
1630,22,55,9,647,0.474,0.314,6.8,1.5,3.2,10.8,15.8,0.083,0.1,0.265,0.533,55,0.8,29,19,25,24,619,0,3.78,0
1631,22,78,11,1245,0.125,0.281,13.7,2.5,1.8,15.1,14.4,0.133,1.2,0.324,0.488,83,0.747,123,60,29,59,320,0,4.49,0
1632,27,66,7,2008,0.385,0.245,6.1,0.9,1,8,24.7,0.092,0.3,0.366,0.466,228,0.873,73,38,25,90,84,0,17.03,0
1633,21,80,79,2823,0.108,0.404,20,1.7,3.4,14.8,22.3,0.121,3.2,0.257,0.537,409,0.724,345,94,113,208,542,0,16.88,1
1634,31,72,72,2530,0.237,0.308,21.9,1.3,1.1,10.6,29.7,0.121,2.9,0.339,0.463,403,0.829,299,62,38,176,166,0,21.85,0
1635,23,5,0,27,0.375,0.25,5,1.9,0,25.3,19.5,-0.199,-0.1,0,0.4,2,1,1,1,0,3,332,0,1.2,0
1636,30,81,81,2859,0.581,0.187,10,2.8,0.8,10.8,15.7,0.09,2.5,0.371,0.478,161,0.783,188,160,26,113,256,0,12.65,0
