,Age,G,GS,MP,3PAr,FTr,AST%,STL%,BLK%,TOV%,USG%,WS/48,VORP,3P%,2P%,FTA,FT%,AST,STL,BLK,TOV,Popularity,C,PPG,Allstar
1637,27,70,16,1516,0.239,0.108,10,1.8,2.6,11.4,16.7,0.072,0.6,0.385,0.473,53,0.755,96,53,48,66,472,0,7.53,0
1642,28,17,0,107,0.043,0.261,6.9,0,2.2,19,13.4,0.077,-0.1,0,0.545,6,1,5,0,3,6,857,1,1.76,0
1643,26,47,13,845,0.377,0.173,9.6,0.6,0.7,6.9,17.5,0.064,-0.2,0.404,0.433,50,0.78,53,11,7,23,546,0,6.96,0
1644,25,18,2,103,0.125,0.2,8.7,1,2.1,8.4,20.3,-0.004,-0.1,0.2,0.343,8,0.875,6,2,3,4,189,1,1.89,0
1645,33,68,0,1079,0.297,0.168,10.6,2,0.7,11.8,18.1,0.092,0,0.355,0.508,62,0.839,82,44,10,53,749,0,6.37,0
1646,31,74,16,1667,0.366,0.135,31.5,0.8,0.1,13,23.8,0.082,0.3,0.385,0.481,96,0.771,302,26,2,113,360,0,10.92,0
1647,30,46,0,634,0.057,0.204,4.8,0.3,1.1,7.9,23.2,0.013,-0.9,0.188,0.471,57,0.825,18,4,9,26,60,1,6.61,0
1648,23,66,59,2042,0.338,0.212,7.8,1,0.4,7.6,15.9,0.116,0.9,0.383,0.508,134,0.761,117,41,10,57,474,0,11.73,0
1649,35,76,45,2190,0.534,0.199,11.6,1.8,2.4,13.8,17.9,0.056,1.3,0.322,0.449,138,0.804,163,78,57,121,236,0,9.97,0
1650,25,82,1,2353,0.331,0.273,14.4,1.5,1.3,11.2,23,0.088,1.1,0.345,0.476,268,0.806,203,71,39,139,582,0,14.37,0
1651,30,66,0,1342,0.006,0.467,9.2,1.2,3.2,9.9,13.9,0.146,1,0,0.552,148,0.845,74,33,55,42,251,0,7.17,0
1652,27,70,70,2448,0.457,0.22,26.9,1.3,1.4,17.6,21.4,0.097,2.5,0.348,0.492,192,0.849,403,65,43,205,496,0,14.94,0
1653,27,52,18,1505,0.529,0.206,16.2,1.6,0.6,13.3,16.4,0.075,0.4,0.437,0.408,90,0.778,163,47,11,73,326,0,10.4,0
1654,29,81,1,1233,0.005,0.43,6.6,0.9,3.2,12.8,18.5,0.158,0.6,0,0.508,165,0.764,51,21,52,67,423,1,6.35,0
1655,26,75,68,2083,0.421,0.208,12.7,2.3,1.4,14.8,20,0.094,1.2,0.357,0.502,151,0.815,171,98,38,138,456,0,11.63,0
1656,22,55,35,1708,0.339,0.22,15.6,1.5,0.5,11.3,25.3,0.076,0.6,0.387,0.481,176,0.767,162,54,11,112,522,0,17.42,0
1657,27,20,0,363,0.044,0.239,9.1,1.5,2.1,9.6,29.7,0.128,-0.1,0.333,0.531,49,0.776,16,11,9,24,434,0,12.75,0
1658,29,68,7,1672,0.468,0.217,11.1,1.1,0.1,10.3,19.7,0.014,-0.9,0.306,0.456,138,0.833,127,37,2,80,178,0,10.24,0
1659,22,19,0,84,0.519,0.37,0,3.1,0,11.3,19.2,0.054,-0.2,0.214,0.385,10,0.9,0,5,0,4,157,0,1.47,0
1660,27,71,63,2041,0.522,0.148,17.9,2.3,1.1,12.6,15.3,0.102,1.6,0.4,0.472,88,0.682,239,94,26,91,496,0,9.86,0
1661,23,82,22,1808,0.003,0.785,2.4,0.5,6.1,15.5,11.5,0.156,0.9,0,0.544,226,0.628,29,19,133,71,257,1,5.54,0
1662,27,60,0,1075,0.532,0.234,11.4,1.2,1.6,15.3,12.8,0.087,0.6,0.384,0.564,55,0.727,83,26,21,47,176,0,5.13,0
1664,26,29,0,218,0.015,0.191,7.3,1.8,0.7,16.9,17.8,-0.015,-0.2,0,0.418,13,0.385,11,8,2,15,344,1,2.1,0
1665,35,58,2,986,0.629,0.083,29.5,1.2,0.4,24.6,14.6,0.053,-0.4,0.344,0.461,20,0.8,200,24,5,81,147,0,4.38,0
1666,26,31,31,1059,0.262,0.35,31.8,2.9,1.5,16.2,27.2,0.116,1.3,0.372,0.482,172,0.802,190,63,19,110,216,0,20.39,0
1667,26,79,39,2115,0.451,0.176,7.3,0.7,0.2,12.5,19.4,0.021,-0.8,0.382,0.474,132,0.833,99,29,5,115,820,0,11.23,0
1668,31,70,66,1451,0.004,0.179,14.8,1.1,5.8,21.6,11.4,0.18,2.4,1,0.626,50,0.48,162,33,114,83,494,1,5.36,0
1669,35,30,2,206,0.596,0.07,6.3,1.5,0.4,4.9,13.7,0.181,0.2,0.441,0.609,4,0.75,9,6,1,3,446,1,2.53,0
1670,19,76,51,2108,0.333,0.295,15.8,1,0.8,14,23,0.043,-0.6,0.343,0.464,256,0.84,200,44,20,160,1179,0,13.79,0
1671,28,79,2,1632,0.106,0.273,8.2,1.9,2.1,15.7,14.6,0.128,1.4,0.293,0.513,106,0.67,84,59,41,81,503,0,5.86,0
1672,31,53,53,1778,0.289,0.349,12.1,1,1.5,8.1,24.7,0.172,1.8,0.365,0.508,268,0.795,128,36,34,78,289,0,19.06,0
1673,25,76,72,2536,0.399,0.121,9.8,2.2,0.6,9.2,19.8,0.09,1.4,0.361,0.505,123,0.78,158,117,19,109,706,0,15.2,0
1674,36,17,1,225,0.014,0.125,13.1,2,2.7,12.6,16.9,0.036,-0.1,0,0.437,9,0.889,18,9,8,11,495,1,4.12,0
1675,29,82,12,1669,0.406,0.254,10,2.5,0.9,11.3,17.8,0.035,-0.5,0.272,0.46,140,0.75,109,84,19,78,206,0,7.2,0
1676,31,69,0,1108,0.394,0.136,26,1.4,0.7,14.2,22.9,0.04,-0.4,0.357,0.43,64,0.766,180,30,10,82,718,0,7.12,0
1677,23,29,11,599,0.556,0.159,4.8,1.2,0.7,10,11,-0.024,-0.5,0.286,0.339,20,0.85,19,14,5,15,1613,0,3.97,0
1678,25,8,0,61,0.32,0.16,28,2.4,1.3,25.2,24.9,-0.157,-0.1,0.125,0.412,4,0.75,11,3,1,9,404,0,2.5,0
1679,24,62,6,982,0.376,0.292,13.9,2,1.2,12.9,18.9,0.031,-0.2,0.314,0.443,94,0.755,91,38,15,54,270,0,5.85,0
1680,37,66,66,1863,0.42,0.252,19.1,1.7,0.5,9.4,32.2,-0.01,-0.2,0.285,0.41,281,0.826,184,62,13,129,392,0,17.59,0
1684,24,37,0,429,0.541,0.153,9.2,1.2,0.4,7.1,11.4,0.134,0.2,0.415,0.467,15,0.933,27,10,2,8,194,0,3.3,0
1685,23,64,0,1366,0.404,0.129,19.7,1.4,0.4,10.7,25.3,0.074,0,0.344,0.46,82,0.817,148,35,6,80,96,0,10.61,0
1686,24,31,3,797,0.237,0.422,13.9,1.2,0.4,11.4,25.9,0.09,-0.1,0.405,0.412,141,0.752,63,18,4,51,621,0,13.29,0
1687,35,17,1,176,0.305,0.203,8.3,2.5,0.5,4.5,16.2,0.071,0,0.167,0.537,12,0.833,10,9,1,3,174,0,3.71,0
1688,26,67,67,2474,0.198,0.459,21.4,2.2,1.3,9.6,24.4,0.177,3.7,0.312,0.489,475,0.832,321,110,43,132,1083,0,20.88,1
1689,36,46,0,432,0.471,0.154,7.7,1.5,4.1,6.7,12.6,0.146,0.4,0.306,0.618,16,0.688,24,13,23,8,542,0,2.7,0
1690,34,72,72,2024,0.446,0.105,22.4,1.6,0.3,15.4,12.6,0.096,1,0.414,0.496,48,0.875,298,63,7,87,387,0,7.56,0
1691,22,76,76,2789,0.384,0.238,7.8,2,0.5,9,18.2,0.092,2.2,0.309,0.489,228,0.811,138,110,17,105,173,0,14.54,0
1692,24,77,39,1966,0.672,0.249,11.3,1.4,0.5,10.2,19.9,0.035,-0.4,0.363,0.354,180,0.833,137,56,12,91,345,0,10.99,0
1693,21,77,35,1471,0.003,0.531,5.1,2,5.2,10.9,16.1,0.144,0.9,0,0.583,211,0.379,47,59,92,60,600,1,7.04,0
1694,29,26,22,786,0.437,0.185,5.5,2.9,0.6,8.8,18.5,0.074,0.4,0.39,0.388,50,0.6,27,44,6,28,153,0,11,0
1695,39,60,3,1005,0.493,0.245,8.9,1.9,1.5,8.4,18.5,0.084,0.2,0.349,0.425,84,0.833,56,38,16,35,723,0,6.58,0
1696,24,54,37,1649,0.099,0.292,26.6,2.5,2.1,19.6,21.3,0.035,0.5,0.273,0.472,162,0.654,281,80,41,153,395,0,11.54,0
1697,27,69,21,1880,0.441,0.256,7.5,1.4,0.7,12,17.8,0.092,0.8,0.409,0.537,159,0.648,95,56,17,94,397,0,11.78,0
1698,22,66,39,1412,0.006,0.369,3.8,1.6,3.8,10.5,13.2,0.13,1,0,0.567,125,0.648,37,48,66,46,142,1,7.02,0
1702,33,66,60,1618,0.003,0.545,6,1.1,2.2,19.3,12.7,0.112,0.6,0,0.585,171,0.62,64,36,44,93,322,1,7.15,0
1703,24,66,1,578,0.416,0.168,15.3,1.4,1.7,16.5,19.5,0.075,-0.2,0.357,0.5,34,0.824,64,17,13,43,671,0,3.58,0
1704,23,79,79,2552,0.291,0.186,13.8,1.7,0.2,10.2,22.8,0.039,0.4,0.347,0.468,204,0.804,192,88,7,135,924,0,15.51,0
1705,27,45,23,1198,0.211,0.134,22,1.5,0.3,12.8,21.7,-0.004,-0.5,0.324,0.427,65,0.8,167,37,5,75,325,0,10.6,0
1706,28,74,15,2219,0.28,0.291,21.7,1.6,0.1,12.9,19.2,0.113,0.9,0.401,0.519,226,0.858,318,76,4,130,509,0,13.99,0
1707,35,59,4,699,0.018,0.303,9.6,1.1,1.7,28.8,10.6,0.053,0.1,0,0.467,33,0.697,52,15,16,50,803,0,2.08,0
1708,28,56,56,1761,0.309,0.329,32.7,2,0.8,9.5,22.4,0.144,1.7,0.363,0.449,229,0.834,342,67,16,84,472,0,15.3,0
1709,23,34,0,143,0.429,0.102,9.9,0.7,0,16.3,18.7,-0.076,-0.2,0.238,0.286,5,1,10,2,0,10,169,0,1.06,0
1710,31,24,1,156,0.706,0.137,10.3,0.7,0,10,17.3,-0.017,-0.2,0.278,0.467,7,0.857,11,2,0,6,37,0,2.08,0
1714,25,65,65,2246,0.158,0.498,17,2.2,3.3,13.3,35.4,0.122,2.6,0.333,0.473,663,0.718,214,101,92,249,860,1,26.89,1
1715,25,67,49,1903,0.677,0.249,8.4,2.7,1.6,15.3,21.5,0.05,0.9,0.353,0.452,177,0.791,97,105,40,143,1265,0,12.81,0
1716,23,81,8,2105,0.42,0.167,7.2,1.5,0.6,8.1,16.4,0.098,0.7,0.393,0.506,113,0.867,99,63,16,64,343,0,10.27,0
1717,35,79,5,2126,0.366,0.289,14,1.2,0.4,9.6,24.9,0.076,-0.3,0.34,0.44,271,0.904,183,52,12,113,796,0,14.18,0
1718,25,73,73,2308,0.446,0.294,8.9,2.7,1.2,8.3,18.5,0.152,2.8,0.336,0.529,239,0.82,135,126,35,83,555,0,14.22,0
1719,28,80,46,1971,0.422,0.199,5.6,1.1,1.4,8.4,11,0.052,0.4,0.316,0.55,82,0.695,77,42,33,41,223,0,6.05,0
1723,25,44,9,692,0.496,0.241,14.2,1.5,0.4,12.7,17.4,0.097,0.1,0.45,0.46,54,0.833,67,22,3,36,1309,0,6.8,0
1724,27,79,79,2700,0.554,0.25,33.7,3,0.4,12.9,32.6,0.318,9.8,0.454,0.566,400,0.908,527,169,15,262,1238,0,30.06,1
1725,24,43,0,476,0.652,0.048,7.6,1.2,0.5,11.2,20.4,0.11,0.1,0.484,0.462,9,0.556,21,11,3,24,187,0,5.63,0
1726,22,61,61,2164,0.095,0.379,10,1.8,4.7,8.4,29.6,0.16,2.3,0.324,0.511,430,0.758,116,78,125,121,1648,1,24.28,1
1728,23,14,11,279,0.464,0.304,7.7,1.8,0.6,12.3,14.1,0.033,0,0.375,0.432,21,0.524,15,10,2,11,141,0,5.64,0
1730,25,76,14,1867,0.468,0.129,26.2,1.2,0.4,17.7,15.9,0.098,0.2,0.41,0.401,66,0.864,337,44,9,116,146,0,7.49,0
1731,30,74,73,2394,0.344,0.258,9,1.6,0.9,8.9,17.4,0.128,2.3,0.344,0.513,192,0.755,140,74,29,81,182,0,12.31,0
1732,26,78,78,2804,0.101,0.474,20.8,1.5,0.6,9.5,29.8,0.169,2.4,0.338,0.458,653,0.85,315,81,21,175,990,0,23.46,1
1733,33,76,4,1386,0.18,0.198,18.4,1,1.2,18.9,17,0.132,1.1,0.362,0.564,76,0.737,176,26,21,97,204,0,6.38,0
1734,26,82,39,2220,0.035,0.428,10.1,2.1,3.5,16.9,16.7,0.127,2.5,0.3,0.54,248,0.827,143,94,96,140,302,1,10.09,0
1735,22,12,0,159,0.185,0.611,20.9,1,0,9.3,20.7,0.028,-0.1,0.1,0.409,33,0.576,22,3,0,7,320,0,4.83,0
1736,29,61,18,1262,0.456,0.222,19.1,2.8,0.3,11.6,19.4,0.094,0.8,0.399,0.421,99,0.848,157,70,5,64,71,0,8.7,0
1737,29,72,72,2363,0.234,0.189,28.7,1.5,0.6,16.3,21.9,0.096,1.6,0.312,0.527,165,0.727,419,71,17,185,121,0,14.14,0
1738,22,81,81,2666,0.006,0.553,4.4,2.3,3.2,10.5,24.1,0.133,1,0.333,0.522,586,0.355,67,119,112,155,339,1,16.22,0
1739,30,81,41,2098,0.489,0.201,11.4,1.7,0.7,13.1,12.7,0.105,1.6,0.42,0.534,98,0.735,170,75,18,80,313,0,7.88,0
1740,39,61,60,1536,0.005,0.297,15.3,1.6,3.9,15.3,17.6,0.163,2.4,0,0.49,131,0.702,163,47,78,90,382,1,8.56,0
1741,35,31,30,703,0.527,0.197,8.1,1,1,11.3,14.4,0.063,0,0.394,0.427,37,0.784,39,14,10,26,284,0,7.16,0
1742,27,72,72,2578,0.348,0.361,24.2,1.3,2.5,13.5,30.6,0.27,6.4,0.387,0.569,498,0.898,361,69,85,250,309,0,28.18,1
1743,24,17,2,154,0.375,0.1,5.7,0.7,1.5,17.7,14.9,-0.075,-0.2,0.267,0.32,4,0.75,6,2,3,9,54,0,1.82,0
1744,24,26,0,147,0.723,0.123,5,1.7,0.6,1.4,20.7,0.046,-0.1,0.319,0.278,8,1,5,5,1,1,360,0,2.42,0
1745,28,76,41,1615,0.478,0.112,7.8,1.5,0.3,7.1,17.5,0.025,-0.5,0.358,0.416,63,0.857,83,48,5,45,133,0,7.71,0
1746,30,81,81,2734,0.276,0.202,22.2,2.7,1.1,15.4,21.2,0.075,1.6,0.309,0.472,206,0.786,383,150,37,203,190,0,13.84,0
1751,21,46,7,654,0.209,0.182,21.9,1.9,0.1,18.6,17.1,0.03,-0.5,0.333,0.48,34,0.735,95,25,1,46,148,0,4.48,0
1752,28,30,2,251,0.333,0.438,1.2,1.2,3,10.9,11.7,0.119,0,0.25,0.688,21,0.714,2,6,9,7,506,0,2.37,0
1753,26,25,25,765,0.271,0.296,34.6,2.1,0.9,17.1,24.7,0.087,0.7,0.388,0.45,93,0.796,164,32,8,73,385,0,15.16,0
1754,26,67,64,1694,0.003,0.355,8.1,0.9,2.9,11.2,21,0.156,1.2,0.5,0.558,222,0.613,79,32,60,91,481,0,12.46,0
1755,29,12,10,291,0.45,0.1,20.6,2.7,0.6,14.7,18.9,0.064,0.1,0.356,0.473,10,1,37,15,2,18,107,0,9.17,0
1756,24,62,59,1983,0.005,0.313,8.9,2,3.9,10.1,23.9,0.173,2.3,0,0.518,254,0.709,94,74,91,104,1316,0,16.39,0
1757,23,31,4,321,0.056,0.486,12.1,0.9,3,12.9,13.7,0.175,0.2,0,0.588,35,0.714,26,6,13,13,387,1,3.39,0
1758,31,80,31,2192,0.312,0.258,20.3,1.6,0.6,13.7,18.4,0.059,0.6,0.282,0.463,176,0.847,284,68,15,121,45,0,9.54,0
1759,23,79,71,2566,0.42,0.256,12.8,1.9,0.1,11.4,20.1,0.106,1.7,0.4,0.506,238,0.836,213,96,2,133,586,0,15.35,0
1772,27,53,53,1839,0.341,0.617,11.8,1.1,0.8,8,23,0.165,1.5,0.364,0.434,432,0.868,135,42,19,77,280,0,19.55,0
1773,24,82,7,2033,0.381,0.194,15.7,1.9,0.8,8.7,15.6,0.077,0.8,0.344,0.423,114,0.754,207,77,22,61,403,0,7.62,0
1774,39,38,38,556,0.009,0.183,16.4,2.5,1.5,11.4,11.3,0.092,0.3,0,0.474,21,0.667,62,28,10,16,374,0,3.21,0
1775,31,52,52,1791,0.004,0.347,18.9,1.4,3.6,12.7,23.4,0.098,1.3,0.667,0.463,245,0.829,196,50,70,118,532,1,16.56,1
1776,35,72,72,2291,0.069,0.29,21.7,0.9,4.7,12.8,24.6,0.149,3.5,0.348,0.478,289,0.792,294,42,146,164,358,1,16.49,0
1777,29,70,70,2379,0.214,0.252,8,2,1.7,11.1,22.4,0.078,1,0.344,0.495,254,0.78,120,100,51,139,219,0,17.2,0
1778,28,73,38,1632,0.235,0.259,6.2,1.9,0.7,16.2,9.2,0.056,0.5,0.283,0.59,66,0.667,72,63,13,55,247,0,4.45,0
1779,25,81,81,2819,0.391,0.364,20.3,2.7,0.8,13.6,30.4,0.157,4.6,0.371,0.447,528,0.86,329,152,29,265,94,0,23.14,1
1780,30,73,55,1936,0.006,0.292,8.3,1.2,2.9,12.1,14.6,0.133,1.7,0,0.529,146,0.692,106,47,77,78,260,0,8.59,0
1781,38,58,0,1134,0.411,0.257,23.6,3,0.8,17,23.6,0.16,1.6,0.391,0.496,112,0.813,177,66,11,99,188,0,9.57,0
1783,34,30,0,305,0.398,0.136,6,1.3,2.9,10.6,17.5,-0.005,-0.2,0.171,0.419,14,0.643,13,8,11,13,284,0,2.73,0
1784,21,57,13,1114,0.235,0.457,17.2,1.2,1,16.5,23.2,0.004,-0.7,0.232,0.474,193,0.674,118,27,13,100,531,0,8.86,0
1785,20,78,37,1863,0.245,0.333,10.3,1.6,2.4,9,17.3,0.139,1.8,0.296,0.531,193,0.668,128,59,55,66,223,0,9.22,0
1786,27,45,44,1481,0.533,0.226,12.7,1.4,0.8,10.7,20.3,0.069,0.5,0.384,0.457,125,0.888,121,43,14,73,643,0,15.24,0
1787,31,75,74,2256,0.001,0.271,7.5,1,3.4,12.4,18.9,0.156,1.8,0,0.567,207,0.705,106,47,96,121,196,1,13.49,0
1788,27,8,0,50,0.45,0.2,13.3,5.9,3.3,24.3,24.8,-0.033,0,0.111,0.727,4,0.75,4,6,2,7,95,0,2.75,0
1789,21,77,52,2066,0.244,0.538,10.4,1.3,4.7,12.9,18,0.05,0.4,0.24,0.477,322,0.658,135,54,127,110,244,0,9.73,0
1790,23,76,6,1265,0.256,0.315,21.8,2,0.6,16.3,19,0.03,-0.5,0.22,0.454,123,0.78,177,50,10,87,156,0,5.61,0
1791,28,79,79,2062,0.622,0.082,9.3,2,2.4,11.4,14.6,0.099,2.5,0.332,0.448,46,0.739,141,79,64,75,87,0,7.24,0
1792,25,81,81,2808,0.315,0.402,29,2,3,21.2,18.8,0.19,5.5,0.388,0.537,329,0.696,598,119,113,259,520,0,13.96,1
1796,30,69,14,1557,0.443,0.157,5.6,1.3,0.9,6.8,19.8,0.052,-0.4,0.323,0.446,92,0.783,56,38,19,46,489,0,8.93,0
1797,25,78,15,1446,0.091,0.277,7.7,1.6,2.1,13,19.8,0.086,0,0.333,0.478,137,0.752,67,46,33,83,808,0,7.41,0
1801,26,35,35,1170,0.03,0.322,27.2,1.2,1.1,10.8,29.8,0.156,1.6,0.333,0.504,194,0.727,170,28,17,83,273,0,21.4,0
1802,27,12,0,63,0.182,1,40.3,2.4,0,27.5,15.6,0.201,0,0,0.667,11,0.909,17,3,0,6,743,0,1.83,0
1806,25,11,4,304,0.388,0.181,12.9,1.3,0.8,12,20.7,0.03,0,0.289,0.507,21,0.667,25,8,3,17,203,0,11.36,0
1807,30,44,0,343,0.042,0.915,3.5,1.8,1.7,10.8,14.7,0.134,-0.1,0.667,0.441,65,0.585,8,12,7,12,293,0,2.36,0
1808,23,51,1,864,0.536,0.211,8.9,1.2,0.6,7.4,16.2,0.105,0,0.338,0.537,56,0.893,51,21,7,23,132,0,6.39,0
1809,26,82,82,3125,0.406,0.518,35.4,2.2,1.4,15.9,32.5,0.204,6.9,0.359,0.494,837,0.86,612,139,51,374,974,0,28.98,1
1810,22,78,14,1457,0.341,0.27,6.9,1.7,1.9,11.9,15.6,0.096,0.7,0.279,0.576,111,0.622,67,49,35,62,1431,0,6.38,0
1811,26,5,0,35,0.9,0.2,0,1.4,0,15.5,16,0.039,0,0.444,0,2,0.5,0,1,0,2,429,0,2.6,0
1812,22,39,1,379,0.011,0.511,7.2,1.4,2.4,13.4,14.5,0.118,0,0,0.652,46,0.522,17,11,11,17,219,0,3.59,0
1813,32,64,0,1280,0.422,0.374,14.5,2.4,0.8,13.2,17.9,0.095,0.7,0.329,0.532,140,0.721,118,60,13,66,308,0,7.61,0
1814,21,76,76,2439,0.388,0.174,9.5,2,0.6,10.6,16.5,0.079,1.3,0.354,0.543,133,0.82,147,97,18,98,494,0,12.26,0
1819,21,21,0,93,0.526,0.632,3,3.2,0,14.1,13.7,-0.014,-0.1,0.3,0.222,12,0.417,2,6,0,4,126,0,0.86,0
1820,35,37,0,260,0.148,0.262,7.6,1,0.6,6.8,12.8,0.072,-0.2,0.111,0.423,16,0.75,14,5,2,5,246,0,1.59,0
1821,27,57,6,1035,0.333,0.212,16.3,1.1,2.1,14.8,17.1,0.09,0.4,0.373,0.422,65,0.831,109,22,27,58,153,0,5.96,0
1823,25,80,80,2893,0.341,0.397,18.2,1.7,0.8,12.5,25.7,0.147,3.3,0.349,0.477,477,0.824,296,95,27,202,601,0,19.73,1
1824,28,72,0,1431,0.257,0.276,8.2,1.4,1,10.3,20.2,0.068,-0.5,0.353,0.468,146,0.767,75,39,19,68,598,0,8.67,0
1825,25,57,1,960,0.003,0.402,9,1,9.7,15.7,19.1,0.117,0.9,0,0.566,117,0.59,54,18,109,64,160,1,6.96,0
1826,20,79,9,1413,0.459,0.129,11.2,1.4,1,18,16.9,0.029,-0.3,0.349,0.504,54,0.907,109,39,17,97,110,0,6.05,0
1827,29,81,81,1878,0.005,0.353,8,0.9,4.6,13.8,12.9,0.056,0.3,0,0.445,145,0.807,95,32,110,76,32,1,5.94,0
1831,33,57,11,1094,0.008,0.482,14.1,2.4,1.9,14,21.6,0.12,0.6,0,0.549,185,0.578,97,54,26,76,266,0,9.21,0
1832,29,74,73,2524,0.425,0.203,15.5,1.6,0.5,11.1,15.8,0.118,2.2,0.408,0.466,150,0.76,259,83,17,101,952,0,12.08,0
1833,28,73,11,1513,0.002,0.228,9.5,1.2,2,13.2,20.3,0.124,0.5,0,0.507,125,0.712,87,36,37,92,999,1,8.84,0
1834,24,59,3,866,0.356,0.202,9.6,2.1,1,12.7,13.2,0.117,0.4,0.324,0.515,42,0.857,57,37,11,33,382,0,4.17,0
1835,22,38,2,383,0.382,0.305,10.9,1.2,0.2,11.3,19.1,0.066,-0.2,0.38,0.407,40,0.725,27,9,1,19,263,0,4,0
1839,25,65,23,1831,0.277,0.231,37.3,2.4,1,14,28.9,0.089,1.7,0.336,0.478,216,0.843,391,88,22,167,362,0,16.75,0
1843,21,29,17,615,0.101,0.377,10.1,3.2,2.1,13.9,13.5,0.094,0.5,0.286,0.476,52,0.712,43,39,16,26,143,0,5.76,0
1844,22,51,1,702,0.198,0.333,8,1.3,4.3,11.2,17.9,0.103,0.2,0.182,0.596,74,0.689,33,19,40,32,322,0,5.63,0
1845,23,79,79,2541,0.462,0.206,14.4,1.5,0.5,10.5,21.5,0.112,1.7,0.359,0.472,200,0.86,213,73,16,125,535,0,14.54,0
1846,29,82,82,2631,0.244,0.123,16.7,1.3,3.6,8.8,20.6,0.172,4.1,0.344,0.557,129,0.798,263,68,121,107,373,1,15.23,0
1847,30,71,71,2280,0.01,0.79,7,1.5,4.1,17,18.4,0.138,1.5,0,0.626,474,0.489,98,69,113,166,165,1,13.75,0
1848,32,53,0,869,0.265,0.126,33.9,1.5,0.6,24.8,16.3,-0.006,-0.9,0.262,0.479,29,0.931,182,26,7,80,444,0,4.47,0
1849,24,5,0,55,0.5,0.333,0,0.9,2.8,17.9,13,0.01,-0.1,0.667,0.167,4,0,0,1,2,3,175,0,2.8,0
1854,22,36,0,315,0.643,0.071,5.9,2.2,1,9.8,15.1,0.045,-0.1,0.302,0.486,7,0.857,13,14,4,11,132,0,2.69,0
1855,26,78,78,2500,0.212,0.139,3.9,0.8,4.5,10.5,17.6,0.105,1.2,0.326,0.52,121,0.752,66,38,148,108,371,0,12.6,0
1856,32,65,1,1732,0.418,0.226,16.3,2,0.8,16.3,12.1,0.122,1.6,0.351,0.57,83,0.614,219,73,19,79,259,0,7.03,0
1860,28,81,2,1241,0.722,0.062,12.1,2.3,0.3,17.9,13.5,0.089,0.7,0.386,0.531,18,0.722,96,55,4,65,978,0,4.22,0
1861,20,20,1,156,0.351,0.216,9,2,1.6,21.4,14.9,-0.024,-0.2,0.231,0.417,8,0.875,10,6,3,11,115,0,1.8,0
1862,23,53,53,1667,0.298,0.217,26.6,1.7,0.9,11.4,29.5,0.143,1.5,0.321,0.502,191,0.885,249,56,18,124,827,0,19.64,1
1863,32,32,32,1027,0.285,0.313,35,1.7,0.6,18.8,21.7,0.043,0.2,0.304,0.426,112,0.893,236,34,7,94,305,0,12.84,0
1864,25,79,79,2424,0.268,0.271,36.3,1.2,0.3,13.8,29.1,0.136,2.6,0.353,0.464,337,0.864,492,59,11,223,548,0,18.85,0
1865,31,76,76,2709,0.199,0.347,36,2,1.5,13.2,31.4,0.242,7.6,0.309,0.573,491,0.731,514,104,49,249,472,0,25.26,1
1867,25,8,0,50,0.045,0.273,0,0,1.6,0,21,0.07,-0.1,0,0.429,6,0.667,0,0,1,0,147,0,2.75,0
1868,35,74,5,1326,0.554,0.279,6.4,1.3,0.9,10.9,13.4,0.099,0.4,0.382,0.554,87,0.667,59,33,14,43,417,0,5.54,0
1875,28,78,0,1176,0.378,0.273,7.4,0.8,1.6,14,13.5,0.097,0,0.398,0.421,78,0.782,62,20,24,52,543,0,4.36,0
1876,28,79,76,1800,0.101,0.284,11.4,1.4,3.6,16.4,13.6,0.158,2.3,0.233,0.624,121,0.57,138,52,83,94,212,0,7.3,0
1877,25,70,2,857,0.51,0.216,8,2,2,15.8,13.6,0.059,0.1,0.273,0.474,42,0.81,45,32,20,40,708,0,2.93,0
1878,28,57,32,926,0.275,0.283,11.4,1.6,2.9,16.7,15.9,0.068,0.3,0.303,0.54,68,0.574,67,29,33,54,2982,0,5.04,0
1885,19,73,6,1687,0.342,0.17,10.8,1.6,0.5,15,19.6,0.018,-0.2,0.307,0.41,102,0.784,118,55,12,114,475,0,8.12,0
1886,23,36,5,863,0.292,0.263,13.9,1.4,1.2,14.8,16.8,0.113,0.5,0.38,0.529,64,0.797,79,24,14,47,784,0,8.72,0
1887,28,80,9,1666,0.6,0.089,4.4,2.7,2.6,9.2,16,0.076,1,0.333,0.51,46,0.652,49,89,56,54,133,0,6.86,0
1888,20,80,55,1733,0.14,0.317,18.1,2.3,2.3,13.2,19.9,0.185,3,0.333,0.541,190,0.811,189,79,50,104,685,1,9.95,0
1890,35,48,0,463,0.732,0.183,4.5,1.2,1.8,7.8,16.2,0.12,0.1,0.394,0.447,26,0.808,14,11,10,13,412,0,3.71,0
1891,24,50,11,1044,0.215,0.316,6.3,1.1,3.1,10.5,19.3,0.068,-0.4,0.316,0.49,116,0.664,41,23,39,49,339,0,8.68,0
1892,19,37,0,573,0.34,0.25,27.7,2.7,0.4,16,16.1,0.027,-0.3,0.302,0.388,39,0.718,108,31,3,33,122,0,4.22,0
1893,27,77,77,2598,0.002,1.219,5.3,1,5.4,12.1,15.4,0.213,3.5,0,0.704,619,0.43,90,51,177,107,142,1,12.73,1
